Pendapatan_Bulanan,Rasio_Utang_Pendapatan,Skor_SLIK_OJK,Jumlah_Pinjaman_Aktif,Jenis_Kelamin,Suku,Jenis_Pekerjaan,Kode_Pos,Keputusan
8477396,15.74,1 - Lancar,4,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
8270934,23.28,1 - Lancar,3,Perempuan,Batak,Wiraswasta,50132,Disetujui
7289702,25.56,5 - Macet,3,Laki-laki,Sunda,Pengemudi Online,50132,Ditolak
6639898,12.51,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
11718440,11.04,1 - Lancar,2,Laki-laki,Batak,PNS,60241,Disetujui
15156037,38.08,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
21318379,50.46,2 - DPK,2,Laki-laki,Lainnya,Karyawan Swasta,10110,Disetujui
9107361,48.69,1 - Lancar,0,Perempuan,Jawa,Pengemudi Online,50132,Ditolak
10011570,42.34,1 - Lancar,2,Laki-laki,Tionghoa,PNS,14450,Ditolak
9927333,33.77,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
14430912,31.52,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
11866093,30.04,2 - DPK,2,Laki-laki,Jawa,Pengemudi Online,10110,Disetujui
20045644,26.61,2 - DPK,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
6323880,17.55,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,60241,Disetujui
6200655,29.29,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
14127148,13.65,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
6213571,30.19,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
3960516,56.74,2 - DPK,4,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
10868811,39.93,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
5362170,10.0,1 - Lancar,1,Laki-laki,Batak,PNS,10110,Disetujui
5684930,16.28,1 - Lancar,1,Laki-laki,Jawa,Tidak Bekerja,60241,Disetujui
3871770,60.0,1 - Lancar,2,Laki-laki,Lainnya,Wiraswasta,10110,Ditolak
14620549,12.57,2 - DPK,0,Laki-laki,Batak,Wiraswasta,50132,Disetujui
12539096,22.39,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
3921563,16.15,3 - Kurang Lancar,2,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
12166349,45.63,2 - DPK,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
10016159,41.08,1 - Lancar,1,Perempuan,Batak,Wiraswasta,50132,Disetujui
11858396,36.52,2 - DPK,4,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
10853932,18.78,2 - DPK,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
8295604,36.22,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
3361938,43.53,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,12190,Ditolak
6379446,15.6,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,50132,Disetujui
9875308,22.75,1 - Lancar,3,Perempuan,Sunda,PNS,60241,Disetujui
10384666,16.74,1 - Lancar,8,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
5559399,27.34,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
3570299,17.34,1 - Lancar,4,Perempuan,Tionghoa,Karyawan Swasta,60241,Ditolak
6718820,10.0,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
19387087,14.31,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
7348885,58.21,1 - Lancar,0,Laki-laki,Lainnya,Karyawan Swasta,60241,Disetujui
3904265,30.65,3 - Kurang Lancar,3,Laki-laki,Jawa,PNS,12190,Ditolak
5676325,59.58,1 - Lancar,6,Perempuan,Sunda,Karyawan Swasta,50132,Ditolak
3471815,44.63,2 - DPK,2,Perempuan,Batak,Karyawan Swasta,60241,Ditolak
8562346,25.79,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
5784045,18.65,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,12190,Disetujui
10183579,10.0,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
16209202,18.0,3 - Kurang Lancar,6,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
6909905,27.37,4 - Diragukan,5,Perempuan,Jawa,Wiraswasta,12190,Ditolak
6961089,23.72,1 - Lancar,4,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
20594214,10.0,3 - Kurang Lancar,1,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
9768552,10.61,1 - Lancar,5,Laki-laki,Jawa,PNS,12190,Disetujui
10949182,29.6,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
5420113,34.8,4 - Diragukan,1,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
11914494,22.91,2 - DPK,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
9234732,14.11,5 - Macet,3,Perempuan,Sunda,Pengemudi Online,12190,Ditolak
4521094,47.04,1 - Lancar,1,Perempuan,Jawa,PNS,10110,Ditolak
5253712,55.47,4 - Diragukan,0,Laki-laki,Jawa,Karyawan Swasta,12190,Ditolak
3455528,45.44,1 - Lancar,1,Laki-laki,Sunda,PNS,60241,Disetujui
7649369,10.0,1 - Lancar,2,Perempuan,Sunda,Wiraswasta,60241,Disetujui
5232085,24.4,1 - Lancar,2,Perempuan,Jawa,PNS,50132,Disetujui
7352862,30.41,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
7759884,34.83,1 - Lancar,1,Perempuan,Tionghoa,PNS,14450,Ditolak
12394253,10.0,1 - Lancar,1,Perempuan,Batak,Wiraswasta,50132,Disetujui
11501672,21.17,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
8272383,26.54,4 - Diragukan,1,Laki-laki,Jawa,Wiraswasta,12190,Ditolak
13169179,27.05,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
1822222,12.16,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
21554397,37.62,2 - DPK,2,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
5213406,47.33,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
15884827,12.51,1 - Lancar,1,Perempuan,Batak,Pengemudi Online,12190,Disetujui
4395199,30.61,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,12190,Disetujui
14587784,46.34,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
5288658,13.38,4 - Diragukan,0,Perempuan,Tionghoa,Karyawan Swasta,12190,Ditolak
3601491,17.45,1 - Lancar,1,Laki-laki,Jawa,Tidak Bekerja,60241,Disetujui
9002450,36.81,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
3855343,36.35,2 - DPK,2,Perempuan,Lainnya,Wiraswasta,10110,Ditolak
6003738,35.57,2 - DPK,2,Laki-laki,Sunda,PNS,60241,Disetujui
10134327,22.65,1 - Lancar,0,Laki-laki,Batak,Pengemudi Online,12190,Disetujui
3913958,28.61,5 - Macet,1,Laki-laki,Jawa,Karyawan Swasta,60241,Ditolak
6166294,53.48,4 - Diragukan,3,Laki-laki,Sunda,Wiraswasta,60241,Ditolak
3300679,28.59,1 - Lancar,4,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
10556188,11.93,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Disetujui
11748708,10.0,2 - DPK,1,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
2966864,34.19,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,12190,Disetujui
4628430,51.27,2 - DPK,3,Perempuan,Sunda,PNS,12190,Ditolak
16348836,32.56,4 - Diragukan,2,Laki-laki,Sunda,Pengemudi Online,10110,Ditolak
5469931,29.52,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,60241,Disetujui
14511009,27.48,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
9684702,10.0,1 - Lancar,3,Perempuan,Batak,PNS,50132,Disetujui
7893505,22.75,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7850452,28.95,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,12190,Disetujui
2336649,10.0,3 - Kurang Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
6745110,13.24,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
5541394,19.06,1 - Lancar,2,Perempuan,Jawa,PNS,10110,Disetujui
8981641,28.42,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
5796696,21.65,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
7816228,53.31,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,12190,Ditolak
6010292,46.5,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
5075012,24.03,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
6688368,43.18,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
3887535,10.0,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,12190,Disetujui
4993973,10.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
9392422,10.0,1 - Lancar,3,Perempuan,Batak,PNS,60241,Disetujui
6183539,26.78,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
6908454,32.21,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
21423373,31.06,1 - Lancar,1,Perempuan,Jawa,PNS,12190,Disetujui
10586486,38.37,1 - Lancar,1,Laki-laki,Jawa,PNS,60241,Disetujui
6649163,11.64,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
4520818,46.77,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
8421321,32.04,1 - Lancar,0,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
15150834,23.83,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,50132,Disetujui
9516404,15.56,1 - Lancar,2,Perempuan,Batak,Wiraswasta,10110,Disetujui
11286968,60.0,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Ditolak
6424570,42.55,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
6638290,11.04,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
9161350,10.0,1 - Lancar,3,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
5527564,14.04,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
18098274,60.0,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
13117368,23.15,4 - Diragukan,1,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
8362334,45.24,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
4294680,49.95,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
12715634,33.19,1 - Lancar,4,Perempuan,Sunda,Tidak Bekerja,12190,Disetujui
19501006,21.58,1 - Lancar,0,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
16679277,51.45,2 - DPK,1,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
3980673,30.21,4 - Diragukan,1,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
17256196,10.0,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
3920902,17.79,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,50132,Disetujui
7166675,25.4,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
6493438,33.53,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Disetujui
18560276,27.53,1 - Lancar,1,Perempuan,Tionghoa,Tidak Bekerja,14450,Ditolak
2974821,31.54,1 - Lancar,3,Perempuan,Jawa,PNS,60241,Disetujui
6473265,60.0,3 - Kurang Lancar,3,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
5186493,36.38,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
3926404,23.08,1 - Lancar,3,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
21947293,52.02,1 - Lancar,1,Perempuan,Sunda,Wiraswasta,10110,Disetujui
3698816,40.25,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
14316747,19.72,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
8107869,10.0,1 - Lancar,1,Laki-laki,Lainnya,Wiraswasta,60241,Disetujui
9974891,11.14,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
7340708,10.0,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
9813477,23.34,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
9162234,35.29,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
9502841,29.82,1 - Lancar,3,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
11983364,47.66,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
30107933,31.68,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Disetujui
2836148,10.0,1 - Lancar,3,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
10799848,11.79,3 - Kurang Lancar,2,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
8936115,19.2,2 - DPK,2,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
15040748,17.0,3 - Kurang Lancar,0,Laki-laki,Jawa,PNS,60241,Disetujui
10734925,57.34,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
13852515,15.44,2 - DPK,3,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8013672,11.02,1 - Lancar,1,Perempuan,Sunda,Tidak Bekerja,50132,Disetujui
7260113,30.77,2 - DPK,2,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
11378432,16.4,1 - Lancar,3,Perempuan,Sunda,Tidak Bekerja,50132,Disetujui
8097993,11.66,5 - Macet,0,Laki-laki,Sunda,Karyawan Swasta,10110,Ditolak
13157947,42.56,1 - Lancar,0,Laki-laki,Sunda,Pengemudi Online,60241,Disetujui
3185436,55.73,2 - DPK,2,Perempuan,Lainnya,Wiraswasta,12190,Ditolak
2669181,27.01,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
10278421,36.08,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
4633520,17.8,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
6499851,47.18,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
9374962,39.27,1 - Lancar,0,Laki-laki,Jawa,PNS,12190,Disetujui
14540189,14.12,1 - Lancar,0,Laki-laki,Tionghoa,Pengemudi Online,14450,Disetujui
17726117,30.79,1 - Lancar,0,Laki-laki,Batak,Pengemudi Online,60241,Disetujui
11291865,20.67,2 - DPK,2,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
4840865,24.88,1 - Lancar,0,Perempuan,Lainnya,Karyawan Swasta,60241,Disetujui
10671594,25.44,2 - DPK,0,Laki-laki,Jawa,PNS,10110,Disetujui
13305250,36.45,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
5713008,23.02,1 - Lancar,2,Perempuan,Lainnya,Karyawan Swasta,12190,Disetujui
2766784,10.02,1 - Lancar,2,Perempuan,Sunda,Wiraswasta,50132,Disetujui
6283554,47.07,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
6310473,30.54,1 - Lancar,0,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
6744844,60.0,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,50132,Ditolak
7810586,40.51,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
4134187,12.96,2 - DPK,2,Perempuan,Jawa,Pengemudi Online,12190,Disetujui
2416562,11.82,5 - Macet,1,Perempuan,Batak,Karyawan Swasta,60241,Ditolak
8907224,14.46,1 - Lancar,1,Perempuan,Batak,Tidak Bekerja,50132,Disetujui
13708996,38.14,1 - Lancar,2,Perempuan,Jawa,PNS,12190,Disetujui
9212389,16.36,2 - DPK,0,Laki-laki,Batak,Wiraswasta,10110,Disetujui
7265309,41.0,3 - Kurang Lancar,3,Perempuan,Lainnya,Wiraswasta,60241,Ditolak
31262438,51.33,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
13504639,10.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
10909980,10.0,4 - Diragukan,5,Perempuan,Lainnya,Wiraswasta,50132,Ditolak
7163952,41.85,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
6381559,10.0,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,12190,Disetujui
5938417,60.0,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
7855940,38.03,1 - Lancar,2,Perempuan,Batak,Pengemudi Online,10110,Disetujui
6750931,34.19,1 - Lancar,1,Laki-laki,Jawa,PNS,60241,Disetujui
9233652,21.41,1 - Lancar,2,Perempuan,Sunda,PNS,12190,Disetujui
9865416,25.51,1 - Lancar,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
6881971,20.62,1 - Lancar,3,Laki-laki,Sunda,PNS,50132,Disetujui
7855613,10.0,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
9259146,13.36,3 - Kurang Lancar,2,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
5644457,10.0,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
14511821,10.0,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
12544841,24.83,1 - Lancar,0,Laki-laki,Jawa,PNS,10110,Disetujui
3483252,23.41,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
1741291,15.16,1 - Lancar,0,Laki-laki,Jawa,Pengemudi Online,60241,Disetujui
6922070,48.25,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,50132,Disetujui
3626761,36.21,2 - DPK,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
7554723,10.0,1 - Lancar,3,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
7599464,36.49,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
6265627,36.11,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
4934165,27.68,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,60241,Disetujui
12086457,10.0,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
5583444,29.44,4 - Diragukan,4,Laki-laki,Batak,Karyawan Swasta,10110,Ditolak
14996595,29.16,3 - Kurang Lancar,0,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
5776279,19.6,1 - Lancar,0,Laki-laki,Tionghoa,Wiraswasta,12190,Disetujui
4544742,37.67,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
5422409,36.38,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
20523459,60.0,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
5848355,52.17,4 - Diragukan,2,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
11994839,18.02,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
13157761,50.51,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
12734870,10.0,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
8245331,17.8,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,12190,Disetujui
5076631,18.97,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
4330729,10.0,2 - DPK,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
3728890,34.69,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
14650344,27.8,4 - Diragukan,1,Perempuan,Jawa,PNS,60241,Ditolak
13080788,39.8,2 - DPK,4,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
6120924,18.04,1 - Lancar,2,Perempuan,Jawa,PNS,60241,Disetujui
18021041,32.82,4 - Diragukan,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
6359778,17.45,4 - Diragukan,1,Perempuan,Lainnya,Wiraswasta,60241,Ditolak
11373783,27.1,2 - DPK,0,Laki-laki,Lainnya,PNS,10110,Disetujui
7214977,10.0,2 - DPK,1,Laki-laki,Batak,Tidak Bekerja,50132,Disetujui
2666689,49.28,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
4945490,10.0,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
4906464,19.07,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7673381,10.0,1 - Lancar,0,Perempuan,Sunda,Wiraswasta,50132,Disetujui
8128437,41.37,4 - Diragukan,0,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
7377420,31.74,1 - Lancar,1,Perempuan,Jawa,PNS,60241,Disetujui
6161652,16.27,4 - Diragukan,2,Laki-laki,Sunda,PNS,10110,Ditolak
8628621,10.0,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
6718353,15.54,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
5015506,15.75,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
17317743,10.0,3 - Kurang Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
4634142,11.52,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
12200899,25.76,3 - Kurang Lancar,2,Laki-laki,Jawa,PNS,10110,Disetujui
11022475,22.03,1 - Lancar,2,Perempuan,Tionghoa,PNS,14450,Ditolak
10309085,29.52,3 - Kurang Lancar,1,Laki-laki,Batak,Wiraswasta,60241,Disetujui
5720084,10.0,1 - Lancar,1,Laki-laki,Sunda,PNS,60241,Disetujui
5698797,31.88,3 - Kurang Lancar,1,Laki-laki,Batak,PNS,50132,Ditolak
14486267,10.0,1 - Lancar,2,Perempuan,Sunda,Wiraswasta,10110,Disetujui
12446255,36.92,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Disetujui
7293896,20.55,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
17215580,32.04,2 - DPK,2,Perempuan,Jawa,PNS,50132,Disetujui
7557472,52.13,1 - Lancar,0,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
6590351,16.65,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
9507169,50.31,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,10110,Ditolak
3635244,60.0,1 - Lancar,4,Perempuan,Jawa,PNS,60241,Ditolak
2971674,40.57,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,12190,Ditolak
3645702,27.83,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
14058824,10.29,3 - Kurang Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
14148380,26.91,1 - Lancar,0,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
5861010,37.28,2 - DPK,1,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
9527369,18.88,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
8308374,33.42,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
11716924,20.01,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
30517881,13.35,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
8801360,31.19,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
6068602,60.0,1 - Lancar,2,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
3387879,45.71,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
3101187,17.19,1 - Lancar,3,Laki-laki,Jawa,PNS,60241,Disetujui
9095203,10.0,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
8701262,30.22,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
8774389,60.0,4 - Diragukan,0,Laki-laki,Sunda,PNS,12190,Ditolak
4313645,17.11,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,10110,Disetujui
8891914,26.41,1 - Lancar,0,Laki-laki,Tionghoa,Pengemudi Online,14450,Ditolak
4893600,18.29,1 - Lancar,0,Laki-laki,Jawa,Tidak Bekerja,60241,Disetujui
9559196,29.49,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
8695719,47.41,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,50132,Ditolak
13720654,34.85,4 - Diragukan,1,Perempuan,Sunda,Tidak Bekerja,10110,Ditolak
14045903,16.37,1 - Lancar,0,Perempuan,Batak,Tidak Bekerja,50132,Disetujui
15329050,60.0,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,10110,Ditolak
6429511,36.05,1 - Lancar,4,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
2811061,49.62,2 - DPK,1,Laki-laki,Jawa,Wiraswasta,60241,Ditolak
8175765,37.94,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
20368145,60.0,1 - Lancar,0,Laki-laki,Lainnya,PNS,60241,Disetujui
7063420,32.79,1 - Lancar,1,Perempuan,Jawa,PNS,12190,Disetujui
15292246,16.56,3 - Kurang Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
4430801,32.33,2 - DPK,2,Laki-laki,Batak,PNS,10110,Disetujui
15661308,35.93,4 - Diragukan,0,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
13710549,25.69,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
5462086,50.6,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
14918431,60.0,1 - Lancar,2,Laki-laki,Batak,PNS,12190,Disetujui
16640847,31.68,1 - Lancar,1,Laki-laki,Jawa,PNS,50132,Disetujui
4867526,28.84,3 - Kurang Lancar,3,Perempuan,Jawa,Wiraswasta,12190,Ditolak
9429617,29.54,2 - DPK,1,Laki-laki,Lainnya,PNS,50132,Disetujui
9076488,15.64,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
23712031,40.89,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
3111187,28.64,1 - Lancar,0,Laki-laki,Sunda,PNS,50132,Disetujui
12556117,15.86,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
10629065,25.27,1 - Lancar,3,Perempuan,Batak,Tidak Bekerja,10110,Disetujui
4786742,14.83,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
